Player Name,Player ID,NAME,COUNTRY,Full name,Playing role,Batting style,Bowling style
B White,928059,Benjamin White,Ireland,Benjamin White,nan,Right-hand bat,Legbreak
Yasir Ali,1156622,Yasir Ali,Spain,Yasir Ali,nan,Right-hand bat,Right-arm offbreak
Zeeshan Khan,1233046,,,,,,
Adnan Idrees,307817,Adnan Idrees,Kuwait,Adnan Idrees,nan,Right-hand bat,Right-arm offbreak
Amar Sharma,1233042,,,,,,
R Bakum,1107671,Rexford Bakum,Ghana,Rexford Bakum,Allrounder,Right-hand bat,Right-arm medium
JG Bethell,1194959,,,,,,
PJP Burge,4241,Peter Burge,Australia,Peter John Parnell Burge,Middle-order batsman,Right-hand bat,Right-arm medium
NG Cowans,10839,Norman Cowans,England,Norman George Cowans,nan,Right-hand bat,Right-arm fast
RG de Alwis,48446,Guy de Alwis,Sri Lanka,Ronald Guy De Alwis,nan,Right-hand bat,nan
NA Greenwood,1181708,,,,,,
BF Hastings,37243,Brian Hastings,New Zealand,Brian Frederick Hastings,nan,Right-hand bat,Legbreak googly
JJ Huo,1155503,Joao Huo,Mozambique,João Jorge Huo,nan,nan,nan
Ibrahim Rizan,1143567,Ibrahim Rizan,Maldives,Ibrahim Rizan,nan,Right-hand bat,Right-arm offbreak
PK Langat,578785,Peter Koech,Kenya,Peter Koech,nan,Right-hand bat,Right-arm medium
D Maisuria,637478,Dhruv Maisuria,Botswana,Dhruv Maisuria,nan,Right-hand bat,Legbreak googly
B Mitchell,46233,Bruce Mitchell,South Africa,Bruce Mitchell,nan,Right-hand bat,Legbreak
J Miyagi,1178060,Juma Miyagi,Uganda,Juma Miyagi,nan,nan,nan
BA Murphy,55610,Brian Murphy,Zimbabwe,Brian Andrew Murphy,nan,Right-hand bat,Legbreak googly
N Nuntarach,1167819,Narawit Nuntarch,Thailand,Narawit Nuntarch,nan,nan,nan
MA Noble,6936,Monty Noble,Australia,Montague Alfred Noble,Allrounder,Right-hand bat,"Right-arm medium, Right-arm offbreak"
O Harvey,380561,Obed Agbomadzie,Ghana,Obed Harvey Agbomadzie,nan,Left-hand bat,Left-arm medium
NCL O'Neill,7015,Norm O'Neill,Australia,Norman Clifford Louis O'Neill,nan,Right-hand bat,nan
RB Patel,1151337,Ronak Patel,Uganda,Ronak Bharatibhai Patel,nan,Right-hand bat,nan
S Periyalwar,1198950,,,,,,
MH Richardson,38251,Mark Richardson,New Zealand,Mark Hunter Richardson,nan,Left-hand bat,Slow left-arm orthodox
H Singh,469130,Harmanjot Singh,Germany,Harmanjot Singh,nan,nan,nan
B Sutcliffe,38413,Bert Sutcliffe,New Zealand,Bert Sutcliffe,nan,Left-hand bat,Slow left-arm orthodox
HW Taylor,47535,Herbie Taylor,South Africa,Herbert Wilfred Taylor,nan,Right-hand bat,Right-arm bowler
NS Yadav,36064,Shivlal Yadav,India,Nandlal Shivlal Yadav,nan,Right-hand bat,Right-arm offbreak
L Yamamoto-Lake,1338613,,,,,,
MH Yardy,23523,Michael Yardy,England,Michael Howard Yardy,Allrounder,Left-hand bat,Slow left-arm orthodox
GI Allott,36179,Geoff Allott,New Zealand,Geoffrey Ian Allott,Bowler,Right-hand bat,Left-arm fast-medium
CV Anto,1369680,,,,,,
G Bakiweyem,585463,Godfred Bakiweyem,Ghana,Godfred Bakiweyem,nan,nan,nan
W Bardsley,4095,Warren Bardsley,Australia,Warren Bardsley,nan,Left-hand bat,nan
M Choamba,1283111,,,,,,
NRJ Croes,1191381,,,,,,
S Desungnoen,1217807,,,,,,
T de Zorzi,697183,Tony de Zorzi,South Africa,Tony de Zorzi,nan,Left-hand bat,Right-arm offbreak
LA Dunbar,1203879,,,,,,
RMS Eranga,267414,Shaminda Eranga,Sri Lanka,Ranaweera Mudiyanselage Shaminda Eranga,Bowler,Right-hand bat,Right-arm fast-medium
TL Goddard,45234,Trevor Goddard,South Africa,Trevor Leslie Goddard,nan,Left-hand bat,Left-arm medium
Hisham Shaikh,633445,Hisham Sheikh,Saudi Arabia,Hisham Sheikh,nan,nan,nan
Imtiaz Ahmed,40565,Imtiaz Ahmed,Pakistan,Imtiaz Ahmed,nan,Right-hand bat,Right-arm offbreak
SI Kamea,1115025,Semo Kamea,Papua New Guinea,Semo Igo Kamea,Bowler,nan,Left-arm medium
Karanbir Singh,1435271,,,,,,
M Leyland,16287,Maurice Leyland,England,Morris Leyland,nan,Left-hand bat,Slow left-arm orthodox
Mohammad Haris,1205559,,,,,,
KV Morea,524255,Kabua Morea,Papua New Guinea,Kabua Vagi Morea,nan,Right-hand bat,Left-arm medium
RG Nadkarni,31760,Bapu Nadkarni,India,Rameshchandra Gangaram Nadkarni,nan,Left-hand bat,Slow left-arm orthodox
R Obuya,1380565,,,,,,
CS Pandit,32179,Chandrakant Pandit,India,Chandrakant Sitaram Pandit,nan,Right-hand bat,nan
EC Rainsford,55740,Ed Rainsford,Zimbabwe,Edward Charles Rainsford,nan,Right-hand bat,Right-arm fast-medium
DMW Rawlins,630174,Delray Rawlins,Bermuda,Delray Millard Wendell Rawlins,nan,Left-hand bat,Slow left-arm orthodox
LG Rowe,52823,Lawrence Rowe,West Indies,Lawrence George Rowe,nan,Right-hand bat,Left-arm fast-medium
Saeed Ahmed,42603,Saeed Ahmed,Pakistan,Saeed Ahmed,nan,Right-hand bat,Right-arm offbreak
Shahid Wasif,919489,Shahid Wasif,Hong Kong,Shahid Wasif,Middle-order batsman,Right-hand bat,Right-arm offbreak
M Simpson-Parker,650887,M Simpson-Parker,Austria,Mark Simpson-Parker,nan,nan,nan
JL Smith,1096092,Jamie Smith,England,Jamie Luke Smith,nan,Right-hand bat,nan
Tanwir Afzal,260036,Tanwir Afzal,Hong Kong,Tanwir Afzal,Allrounder,Right-hand bat,Right-arm fast-medium
R Vinay Kumar,35731,Vinay Kumar,India,Ranganath Vinay Kumar,Bowler,Right-hand bat,Right-arm medium
AC Waller,55840,Andy Waller,Zimbabwe,Andrew Christopher Waller,nan,Right-hand bat,Right-arm medium
BTJ Wheal,807535,Brad Wheal,Scotland,Bradley Thomas James Wheal,Bowler,Right-hand bat,Right-arm fast-medium
Aman Desai,1048907,Aman Desai,Singapore,Aman Desai,nan,Left-hand bat,nan
Amjad Sher,1194056,,,,,,
Ateeq Iqbal,1199892,,,,,,
SKA Awiah,515923,Samson Awiah,Ghana,Samson Kwesi Awiah,nan,nan,nan
N Chopra,27641,Nikhil Chopra,India,Nikhil Chopra,nan,Right-hand bat,Right-arm offbreak
SP Davis,4923,Simon Davis,Australia,Simon Peter Davis,nan,Right-hand bat,Right-arm fast-medium
MH Denness,11870,Mike Denness,England,Michael Henry Denness,nan,Right-hand bat,nan
TS Fray,307231,Terryn Fray,Bermuda,Terryn Sunil Fray,Opening batsman,Right-hand bat,nan
A Gbla,516372,Abass Gbla,Sierra Leone,Abass Gbla,nan,Right-hand bat,Right-arm medium
Ghulam Shabber,950303,Ghulam Shabber,United Arab Emirates,Ghulam Shabber,Wicketkeeper batsman,Left-hand bat,nan
PL Harris,45568,Paul Harris,South Africa,Paul Lee Harris,Bowler,Right-hand bat,Slow left-arm orthodox
CA Ingram,45705,Colin Ingram,South Africa,Colin Alexander Ingram,Top-order batsman,Left-hand bat,Legbreak
WA Johnston,6041,Bill Johnston,Australia,William Arras Johnston,nan,Left-hand bat,"Left-arm fast-medium, Slow left-arm orthodox"
I Kaia,465327,Innocent Kaia,Zimbabwe,Innocent Kaia,nan,Right-hand bat,Legbreak
RA McLean,46212,Roy McLean,South Africa,Roy Alastair McLean,nan,Right-hand bat,nan
VJ Marks,16899,Vic Marks,England,Victor James Marks,nan,Right-hand bat,Right-arm offbreak
J Mees,520138,Joost Mees,Luxembourg,Joost Mees,nan,nan,nan
Naveed Ahmed,1156477,Naveed Ahmed,Czech Republic,Naveed Ahmed,nan,Right-hand bat,Right-arm offbreak
TW Nightingale,917063,Tom Nightingale,Guernsey,Thomas William Nightingale,nan,Right-hand bat,Right-arm offbreak
JL Pattinson,272465,James Pattinson,Australia,James Lee Pattinson,Bowler,Left-hand bat,Right-arm fast-medium
Saud Shakeel,652687,Saud Shakeel,Pakistan,Saud Shakeel,Middle-order batsman,Left-hand bat,Left-arm slow
Sohag Gazi,444135,Sohag Gazi,Bangladesh,Sohag Gazi,Bowler,Right-hand bat,Right-arm offbreak
SSM Stanislaus,1233043,,,,,,
R Telemachus,47539,Roger Telemachus,South Africa,Roger Telemachus,nan,Right-hand bat,Right-arm fast-medium
Usman Najeeb,1344844,,,,,,
H Verity,22185,Hedley Verity,England,Hedley Verity,nan,Right-hand bat,Slow left-arm orthodox
PA Wallace,53214,Philo Wallace,West Indies,Philo Alphonso Wallace,nan,Right-hand bat,Right-arm medium
PJ Wiseman,38753,Paul Wiseman,New Zealand,Paul John Wiseman,Bowler,Right-hand bat,Right-arm offbreak
RES Wyatt,22545,Bob Wyatt,England,Robert Elliott Storey Wyatt,nan,Right-hand bat,Right-arm medium
B Yardley,8449,Bruce Yardley,Australia,Bruce Yardley,nan,Right-hand bat,Right-arm offbreak
M Yunusu Issa,1155749,Mohamed Issa,Tanzania,Mohamed Yunusu Issa,nan,nan,nan
V Zimonjic,1267515,,,,,,
Aftab Alam,440963,Aftab Alam,Afghanistan,Aftab Alam,Bowler,Right-hand bat,Right-arm medium-fast
DA Allen,8513,David Allen,England,David Arthur Allen,nan,Right-hand bat,Right-arm offbreak
JAR Blain,25087,John Blain,Scotland,John Angus Rae Blain,nan,Right-hand bat,Right-arm fast-medium
J Butler,526440,Josh Butler,Guernsey,Josh Butler,nan,Right-hand bat,Right-arm medium
GT Dowling,36837,Graham Dowling,New Zealand,Graham Thorne Dowling,nan,Right-hand bat,Right-arm medium
WJ Edrich,12492,Bill Edrich,England,William John Edrich,nan,Right-hand bat,Right-arm fast
Enamul Haque,55878,Enamul Haque,Bangladesh,Enamul Haque,nan,Left-hand bat,Slow left-arm orthodox
JA Fitzgerald,1156724,James Fitzgerald,Gibraltar,James Andrew Fitzgerald,nan,Right-hand bat,Right-arm medium-fast
AGS Gous,485379,Andries Gous,South Africa,Andries Gustav Stephanus Gous,nan,Right-hand bat,nan
JW Hastings,228622,John Hastings,Australia,John Wayne Hastings,Allrounder,Right-hand bat,Right-arm fast-medium
AJ Hollioake,14244,Adam Hollioake,England,Adam John Hollioake,nan,Right-hand bat,Right-arm medium
GJ Hopkins,37248,Gareth Hopkins,New Zealand,Gareth James Hopkins,Wicketkeeper batsman,Right-hand bat,nan
HJ Howarth,37255,Hedley Howarth,New Zealand,Hedley John Howarth,nan,Left-hand bat,Slow left-arm orthodox
ML Jaisimha,29663,Motganhalli Jaisimha,India,Motganhalli Laxminarsu Jaisimha,nan,Right-hand bat,Right-arm offbreak
Kamran Khan,319750,Kamran Khan,Qatar,Kamran Khan,nan,Right-hand bat,Right-arm medium
E Kubwimana,1280666,,,,,,
MJ Leach,455524,Jack Leach,England,Matthew Jack Leach,Bowler,Left-hand bat,Slow left-arm orthodox
J Liyanage,681681,Janith Liyanage,Sri Lanka,Kongala Liyanage Janith Vimukthi,nan,Right-hand bat,Right-arm fast-medium
SJ McCabe,6540,Stan McCabe,Australia,Stanley Joseph McCabe,nan,Right-hand bat,Right-arm medium
RB McCosker,6547,Rick McCosker,Australia,Richard Bede McCosker,nan,Right-hand bat,Legbreak
T Maruma,235524,Timycen Maruma,Zimbabwe,Timycen Maruma,Top-order batsman,Right-hand bat,Legbreak googly
SJ Modani,1276393,,,,,,
Muhammad Wafiq,568452,Muhammad Wafiq,Malaysia,Muhammad Wafiq Irfan Zarbani,nan,Left-hand bat,Left-arm medium-fast
B Niaz,1153753,Burman Niaz,Belgium,Burman Niaz,nan,Right-hand bat,Right-arm medium-fast
N Nipiko,420513,Nalin Nipiko,Vanuatu,Nalin Nipiko,nan,Right-hand bat,Right-arm medium
BA Pai,1046619,Balaji Pai,Gibraltar,Balaji Avanish Pai,nan,nan,nan
K Piet,1197975,,,,,,
J Rasu,524270,Joshua Rasu,Vanuatu,Joshua Rasu,nan,Right-hand bat,Right-arm medium
Sheraz Sheikh,303812,Sunny Sheikh,Belgium,Sheraz Mohammad Sheikh,Bowler,Right-hand bat,Slow left-arm orthodox
MW Short,605575,Matthew Short,Australia,Matthew William Short,Top-order batsman,Right-hand bat,Right-arm offbreak
JK Silva,50482,Kaushal Silva,Sri Lanka,Jayan Kaushal Silva,Wicketkeeper batsman,Right-hand bat,nan
MC Sorensen,531953,Max Sorensen,Ireland,Max Christian Sorensen,Bowler,Right-hand bat,Right-arm fast-medium
PR Surve,1338592,,,,,,
MW Tate,21462,Maurice Tate,England,Maurice William Tate,Allrounder,Right-hand bat,"Right-arm medium-fast, Right-arm medium, Right-arm offbreak"
AJ Tye,459508,Andrew Tye,Australia,Andrew James Tye,Bowler,Right-hand bat,Right-arm medium-fast
S Vashisht,1198949,,,,,,
Vinay Ravi,1271992,,,,,,
BV Vitori,235514,Brian Vitori,Zimbabwe,Brian Vitalis Vitori,Bowler,Left-hand bat,Left-arm fast-medium
AL Wadekar,35933,Ajit Wadekar,India,Ajit Laxman Wadekar,nan,Left-hand bat,"Left-arm medium, Slow left-arm orthodox"
Aamer Malik,38965,Aamer Malik,Pakistan,Aamer Malik,nan,Right-hand bat,Right-arm fast-medium
Anwar Ali,232491,Anwar Ali,Pakistan,Anwar Ali,Bowler,Right-hand bat,Right-arm medium-fast
JJ Atkinson,292152,Jamie Atkinson,Hong Kong,James John Atkinson,Wicketkeeper,Right-hand bat,nan
LT Bichard,1153758,Luke Thomas Bichard,Guernsey,Luke Thomas Bichard,nan,Right-hand bat,Right-arm medium-fast
WAE Burton,1267514,,,,,,
JD Campbell,348026,John Campbell,West Indies,John Dillon Campbell,Opening batsman,Left-hand bat,Right-arm offbreak
DJ Capel,10653,David Capel,England,David John Capel,nan,Right-hand bat,Right-arm medium-fast
DL Chahar,447261,Deepak Chahar,India,Deepak Lokandersingh Chahar,Bowler,Right-hand bat,Right-arm medium
TS Chisoro,235519,Tendai Chisoro,Zimbabwe,Tendai Sam Chisoro,Bowler,Left-hand bat,"Left-arm fast-medium, Slow left-arm orthodox"
F Damiao Couana,585615,Damiao Couana,Mozambique,Francis Damiao Couana,nan,nan,nan
S Davizi,1198883,,,,,,
EAR de Silva,48456,Asoka de Silva,Sri Lanka,Ellawalakankanamge Asoka Ranjit de Silva,nan,Left-hand bat,Legbreak googly
Ebadot Hossain,932355,Ebadot Hossain,Bangladesh,Ebadot Hossain Chowdhury,nan,Right-hand bat,Right-arm medium
Ikramullah Khan,390891,Ikramullah Khan,Pakistan,Mohammad Ikramullah Khan,nan,Left-hand bat,Left-arm medium-fast
W Larkins,16203,Wayne Larkins,England,Wayne Larkins,nan,Right-hand bat,Right-arm medium
S Mahmood,643885,Saqib Mahmood,England,Saqib Mahmood,nan,Right-hand bat,Right-arm fast-medium
SI Mahmood,17944,Sajid Mahmood,England,Sajid Iqbal Mahmood,nan,Right-hand bat,Right-arm fast-medium
SS McKechnie,459752,Scott McKechnie,Hong Kong,Scott Stephen McKechnie,Wicketkeeper batsman,Right-hand bat,nan
Mushfiqur Rahman,55976,Mushfiqur Rahman,Bangladesh,Mushfiqur Rahman,nan,Right-hand bat,Right-arm fast-medium
K Nestor,1204627,,,,,,
Imran Khan,1328734,,,,,,
PN Kirsten,45815,Peter Kirsten,South Africa,Peter Noel Kirsten,nan,Right-hand bat,Right-arm offbreak
NR Kumar,348129,Nitish Kumar,Canada,Nitish Roenick Kumar,Batsman,Right-hand bat,Right-arm offbreak
WK Lees,37605,Warren Lees,New Zealand,Warren Kenneth Lees,nan,Right-hand bat,Right-arm medium
I Liyanage,429668,Imal Liyanage,Sri Lanka,Imal Liyanage,nan,Left-hand bat,Right-arm medium-fast
Mehran Khan,888565,Mehran Khan,Oman,Mehran Khan,Batsman,Right-hand bat,Right-arm medium-fast
N Pokana,646181,Nosaina Pokana,Papua New Guinea,Nosaina Pokana,Bowler,Right-hand bat,Left-arm fast
CMW Read,19346,Chris Read,England,Christopher Mark Wells Read,nan,Right-hand bat,nan
V Saini,1236048,,,,,,
Sarfaraz Ali,1172124,Sarfaraz Ali,Bahrain,Sarfaraz Ali,nan,Right-hand bat,nan
R Satheesan,1198946,,,,,,
N Senamontree,307745,Nopphon Senamontree,Thailand,Nopphon Senamontree,nan,Right-hand bat,Slow left-arm orthodox
Usman Ghani,711559,Usman Ghani,Afghanistan,Usman Ghani,Opening batsman,Right-hand bat,nan
MA Vermeulen,55822,Mark Vermeulen,Zimbabwe,Mark Andrew Vermeulen,nan,Right-hand bat,Right-arm offbreak
P Willey,22442,Peter Willey,England,Peter Willey,nan,Right-hand bat,Right-arm offbreak
AV Bedser,9057,Sir Alec Bedser,England,Alec Victor Bedser,nan,Right-hand bat,Right-arm medium-fast
S Chandramohan,1098903,Surendran Chandramohan,Singapore,Surendran Chandramohan,nan,nan,nan
FM Engineer,28624,Farokh Engineer,India,Farokh Maneksha Engineer,nan,Right-hand bat,Legbreak
ATW Grout,5449,Wally Grout,Australia,Arthur Theodore Wallace Grout,nan,Right-hand bat,nan
GM Hamilton,14020,Gavin Hamilton,Scotland,Gavin Mark Hamilton,nan,Left-hand bat,Right-arm medium-fast
RJ Harris,5779,Ryan Harris,Australia,Ryan James Harris,Bowler,Right-hand bat,Right-arm fast
EH Hendren,14158,Patsy Hendren,England,Elias Henry Hendren,nan,Right-hand bat,Right-arm slow
Intikhab Alam,40567,Intikhab Alam,Pakistan,Intikhab Alam Khan,nan,Right-hand bat,Legbreak googly
Ishtiaq Ahmad,1284540,,,,,,
VB John,49213,Vinothen John,Sri Lanka,Vinothen Bede John,nan,Right-hand bat,Right-arm medium-fast
A Johnson,1323683,,,,,,
Manjural Islam,55968,Manjurul Islam,Bangladesh,Mohammad Manjurul Islam,nan,Left-hand bat,Left-arm fast-medium
M Mooketsi,1089938,Mmoloki Mooketsi,Botswana,Mmoloki Mooketsi,nan,nan,nan
YM Nkanya,1178055,Yalinde Nkanya,Tanzania,Yalinde Maurice Nkanya,nan,nan,nan
Shaheryar Butt,520127,Shaheryar Butt,Belgium,Shaheryar Butt,Allrounder,Right-hand bat,Right-arm offbreak
Shayan Jahangir,647771,Shayan Jahangir,Pakistan,Shayan Jahangir,nan,Right-hand bat,Right-arm medium-fast
DLS van Bunge,24964,Daan van Bunge,Netherlands,Daan Lodewjk Samuel van Bunge,nan,Right-hand bat,Legbreak
MHN Walker,8137,Max Walker,Australia,Maxwell Henry Norman Walker,nan,Right-hand bat,Right-arm fast-medium
FMM Worrell,53238,Sir Frank Worrell,West Indies,Frank Mortimer Maglinne Worrell,nan,Right-hand bat,"Left-arm fast-medium, Left-arm slow"
Zain Ul Abidin,1284541,,,,,,
WW Armstrong,3982,Warwick Armstrong,Australia,Warwick Windridge Armstrong,nan,Right-hand bat,"Right-arm fast-medium, Legbreak"
Bilal Zalmai,1101794,Bilal Zalmai,Austria,Mahammad Bilal Zalmai,nan,Right-hand bat,Right-arm offbreak
HL Carlyon,1062706,Harrison Carlyon,Jersey,Harrison Carlyon,nan,Right-hand bat,Right-arm offbreak
RO Collinge,36606,Richard Collinge,New Zealand,Richard Owen Collinge,nan,Right-hand bat,Left-arm medium-fast
JP Crawley,10870,John Crawley,England,John Paul Crawley,nan,Right-hand bat,Right-arm medium
N Davin,595790,Nikolaas Davin,Namibia,Nikolaas Davin,Batsman,Right-hand bat,Legbreak
WW Davis,51643,Winston Davis,West Indies,Winston Walter Davis,nan,Right-hand bat,Right-arm fast
CN Kakuru,1280690,,,,,,
S Randiv,50438,Suraj Randiv,Sri Lanka,Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,Bowler,Right-hand bat,Right-arm offbreak
DE Malcolm,16885,Devon Malcolm,England,Devon Eugene Malcolm,nan,Right-hand bat,Right-arm fast
Muslim Yar,1183927,,,,,,
KTGD Prasad,50163,Dhammika Prasad,Sri Lanka,Kariyawasam Tirana Gamage Dhammika Prasad,Bowler,Right-hand bat,Right-arm fast-medium
PBB Rajapaksa,342619,Bhanuka Rajapaksa,Sri Lanka,Pramod Bhanuka Bandara Rajapaksa,nan,Left-hand bat,Right-arm medium
RD Rickelton,605661,Ryan Rickelton,South Africa,Ryan David Rickelton,nan,Left-hand bat,nan
MJK Smith,20255,Mike Smith,England,Michael John Knight Smith,nan,Right-hand bat,nan
K Verreynne,595004,Kyle Verreynne,South Africa,Kyle Verreynne,nan,Right-hand bat,Right-arm offbreak
JHB Waite,47857,John Waite,South Africa,John Henry Bickford Waite,nan,Right-hand bat,nan
MR Whitney,8220,Mike Whitney,Australia,Michael Roy Whitney,nan,Right-hand bat,Left-arm fast-medium
VD Adewoye,1143136,Adewoye Vincent,Nigeria,Adewoye Vincent,nan,nan,nan
HS Baidwan,355583,Harvir Baidwan,Canada,Harvir Singh Baidwan,Allrounder,Right-hand bat,Right-arm medium
SR Bhudia,1107656,Sachin Bhudia,Kenya,Sachin Ramniklal Bhudia,Allrounder,Right-hand bat,Right-arm medium
TE Blain,36297,Tony Blain,New Zealand,Tony Elston Blain,nan,Right-hand bat,Legbreak
TN de Grooth,25022,Tom de Grooth,Netherlands,Tom Nico de Grooth,Middle-order batsman,Right-hand bat,Right-arm offbreak
NT Ellis,826915,Nathan Ellis,Australia,Nathan Ellis,nan,Right-hand bat,Right-arm medium
DR Flynn,37095,Daniel Flynn,New Zealand,Daniel Raymond Flynn,Middle-order batsman,Left-hand bat,Left-arm slow
LK Germon,37101,Lee Germon,New Zealand,Lee Kenneth Germon,nan,Right-hand bat,Legbreak
Ghulam Ahmadi,1271974,,,,,,
DAS Gunaratne,360456,Asela Gunaratne,Sri Lanka,Downdegedara Asela Sampath Gunaratne,Batsman,Right-hand bat,Right-arm medium-fast
R Hekure,646193,Riley Hekure,Papua New Guinea,Riley Hekure,nan,Right-hand bat,Right-arm medium
EE Hemmings,14152,Eddie Hemmings,England,Edward Ernest Hemmings,nan,Right-hand bat,Right-arm offbreak
C Hill,5662,Clem Hill,Australia,Clement Hill,nan,Left-hand bat,Legbreak
AN Kervezee,214695,Alexei Kervezee,Netherlands,Alexei Nicolaas Kervezee,Opening batsman,Right-hand bat,Right-arm medium
GAR Lock,16331,Tony Lock,England,Graham Anthony Richard Lock,nan,Right-hand bat,Slow left-arm orthodox
Muhamad Syahadat,348125,Muhamad Syahadat,Malaysia,Muhamad Syahadat Ramli,nan,Right-hand bat,Right-arm offbreak
Muhammad Jawadullah,1353033,,,,,,
Nadeem Ahmed,24230,Nadeem Ahmed,Hong Kong,Nadeem Ahmed,Bowler,Right-hand bat,Slow left-arm orthodox
I Ntirenganya,1273412,,,,,,
EAS Prasanna,32357,Erapalli Prasanna,India,Erapalli Anantharao Srinivas Prasanna,nan,Right-hand bat,Right-arm offbreak
Ravinderpal Singh,1159653,Ravinderpal Singh,Canada,Ravinderpal Singh,nan,nan,nan
WP Saha,279810,Wriddhiman Saha,India,Wriddhiman Prasanta Saha,Wicketkeeper batsman,Right-hand bat,nan
KR Stackpole,7666,Keith Stackpole,Australia,Keith Raymond Stackpole,nan,Right-hand bat,Legbreak
JTS Sumerauer,1112220,Julius Sumerauer,Jersey,Julius Sumerauer,nan,Right-hand bat,Right-arm fast-medium
V Vijh,1198915,,,,,,
Waqas Barkat,350632,Waqas Barkat,Hong Kong,Waqas Barkat,Wicketkeeper batsman,Right-hand bat,Legbreak
F Achelam,1107652,Fred Achelam,Uganda,Fred Achelam,Wicketkeeper batsman,Right-hand bat,nan
PK Amre,26238,Pravin Amre,India,Pravin Kalyan Amre,nan,Right-hand bat,Legbreak
GG Arnold,8566,Geoff Arnold,England,Geoffrey Graham Arnold,nan,Right-hand bat,Right-arm fast-medium
SFAF Bacchus,51208,Faoud Bacchus,West Indies,Sheik Faoud Ahamul Fasiel Bacchus,nan,Right-hand bat,Right-arm medium
DG Blampied,470893,Dominic Blampied,Jersey,Dominic G Blampied,nan,Right-hand bat,Legbreak
KM Dabengwa,55388,Keith Dabengwa,Zimbabwe,Keith Mbusi Dabengwa,nan,Left-hand bat,Slow left-arm orthodox
BL D'Oliveira,11914,Basil D'Oliveira,England,Basil Lewis D'Oliveira,nan,Right-hand bat,Right-arm medium
DR Doshi,28107,Dilip Doshi,India,Dilip Rasiklal Doshi,nan,Left-hand bat,Slow left-arm orthodox
MR Gillespie,37111,Mark Gillespie,New Zealand,Mark Raymond Gillespie,Bowler,Right-hand bat,Right-arm fast-medium
WW Hall,52043,Sir Wes Hall,West Indies,Wesley Winfield Hall,nan,Right-hand bat,Right-arm fast
